loop_i,video_fid,t_sec,camera_id,kind,track_id
263,1315,43.833,camera_6,removed,17
264,1320,44.0,camera_2,new_track,8
265,1325,44.167,camera_6,removed,12
267,1335,44.5,camera_6,new_track,19
269,1345,44.833,camera_2,lost_track,8
269,1345,44.833,camera_5,removed,7
271,1355,45.167,camera_6,lost_track,19
272,1360,45.333,camera_4,new_track,5
274,1370,45.667,camera_6,lost_track,18
274,1370,45.667,camera_7,new_track,7
275,1375,45.833,camera_5,removed,14
277,1385,46.167,camera_6,removed,15
281,1405,46.833,camera_3,lost_track,7
282,1410,47.0,camera_5,new_track,18
286,1430,47.667,camera_2,new_track,9
287,1435,47.833,camera_5,new_track,19
288,1440,48.0,camera_5,lost_track,18
291,1455,48.5,camera_2,lost_track,9
291,1455,48.5,camera_4,lost_track,5
291,1455,48.5,camera_5,removed,16
291,1455,48.5,camera_6,new_track,20
292,1460,48.667,camera_1,lost_track,5
296,1480,49.333,camera_1,lost_track,6
296,1480,49.333,camera_4,new_track,6
299,1495,49.833,camera_2,removed,8
300,1500,50.0,camera_6,new_track,21
301,1505,50.167,camera_2,lost_track,7
301,1505,50.167,camera_4,lost_track,6
301,1505,50.167,camera_5,new_track,20
301,1505,50.167,camera_6,removed,19
303,1515,50.5,camera_5,lost_track,19
304,1520,50.667,camera_5,new_track,21
304,1520,50.667,camera_6,removed,18
305,1525,50.833,camera_4,new_track,7
306,1530,51.0,camera_7,lost_track,6
308,1540,51.333,camera_5,lost_track,13
310,1550,51.667,camera_6,lost_track,21
311,1555,51.833,camera_3,removed,7
312,1560,52.0,camera_5,lost_track,21
316,1580,52.667,camera_5,reacquired,21
317,1585,52.833,camera_5,new_track,22
318,1590,53.0,camera_5,removed,18
319,1595,53.167,camera_5,new_track,23
319,1595,53.167,camera_5,lost_track,21
321,1605,53.5,camera_2,removed,9
321,1605,53.5,camera_4,removed,5
321,1605,53.5,camera_5,lost_track,15
322,1610,53.667,camera_1,removed,5
326,1630,54.333,camera_1,removed,6
328,1640,54.667,camera_6,lost_track,20
331,1655,55.167,camera_2,removed,7
331,1655,55.167,camera_4,removed,6
332,1660,55.333,camera_5,lost_track,22
333,1665,55.5,camera_5,reacquired,22
333,1665,55.5,camera_5,removed,19
336,1680,56.0,camera_5,reacquired,15
336,1680,56.0,camera_7,removed,6
338,1690,56.333,camera_5,removed,13
340,1700,56.667,camera_6,removed,21
342,1710,57.0,camera_5,new_track,24
343,1715,57.167,camera_6,new_track,22
344,1720,57.333,camera_5,lost_track,22
346,1730,57.667,camera_6,new_track,23
349,1745,58.167,camera_5,removed,21
353,1765,58.833,camera_5,reacquired,22
357,1785,59.5,camera_5,lost_track,15
358,1790,59.667,camera_6,removed,20
358,1790,59.667,camera_7,lost_track,7
361,1805,60.167,camera_5,lost_track,17
361,1805,60.167,camera_5,lost_track,20
362,1810,60.333,camera_5,lost_track,24
363,1815,60.5,camera_5,reacquired,17
365,1825,60.833,camera_2,new_track,10
368,1840,61.333,camera_1,new_track,7
368,1840,61.333,camera_3,new_track,8
373,1865,62.167,camera_1,lost_track,7
374,1870,62.333,camera_1,reacquired,7
374,1870,62.333,camera_3,lost_track,2
375,1875,62.5,camera_3,reacquired,2
379,1895,63.167,camera_6,lost_track,23
382,1910,63.667,camera_5,lost_track,17
382,1910,63.667,camera_5,lost_track,23
383,1915,63.833,camera_7,new_track,8
387,1935,64.5,camera_5,reacquired,17
387,1935,64.5,camera_5,removed,15
388,1940,64.667,camera_7,removed,7
389,1945,64.833,camera_7,lost_track,8
390,1950,65.0,camera_2,lost_track,10
391,1955,65.167,camera_5,removed,20
392,1960,65.333,camera_5,lost_track,17
392,1960,65.333,camera_5,removed,24
395,1975,65.833,camera_2,new_track,11
396,1980,66.0,camera_2,new_track,12
397,1985,66.167,camera_2,lost_track,11
397,1985,66.167,camera_5,reacquired,17
400,2000,66.667,camera_1,lost_track,7
400,2000,66.667,camera_5,lost_track,17
407,2035,67.833,camera_1,new_track,8
409,2045,68.167,camera_6,removed,23
410,2050,68.333,camera_5,new_track,25
412,2060,68.667,camera_3,lost_track,8
412,2060,68.667,camera_5,removed,23
413,2065,68.833,camera_1,new_track,9
414,2070,69.0,camera_5,new_track,26
414,2070,69.0,camera_6,lost_track,22
419,2095,69.833,camera_7,removed,8
420,2100,70.0,camera_2,removed,10
420,2100,70.0,camera_4,new_track,8
420,2100,70.0,camera_5,new_track,27
422,2110,70.333,camera_1,lost_track,8
425,2125,70.833,camera_4,lost_track,8
427,2135,71.167,camera_2,removed,11
429,2145,71.5,camera_5,new_track,28
430,2150,71.667,camera_1,removed,7
430,2150,71.667,camera_5,lost_track,26
430,2150,71.667,camera_5,removed,17
431,2155,71.833,camera_2,new_track,13
434,2170,72.333,camera_1,lost_track,9
434,2170,72.333,camera_2,lost_track,12
435,2175,72.5,camera_2,reacquired,12
439,2195,73.167,camera_2,lost_track,12
439,2195,73.167,camera_2,lost_track,13
440,2200,73.333,camera_4,new_track,9
442,2210,73.667,camera_3,removed,8
442,2210,73.667,camera_5,new_track,29
443,2215,73.833,camera_5,new_track,30
444,2220,74.0,camera_6,removed,22
445,2225,74.167,camera_5,lost_track,22
446,2230,74.333,camera_4,lost_track,9
448,2240,74.667,camera_5,new_track,31
450,2250,75.0,camera_5,lost_track,31
450,2250,75.0,camera_6,new_track,24
451,2255,75.167,camera_2,new_track,14
452,2260,75.333,camera_1,removed,8
452,2260,75.333,camera_5,new_track,32
453,2265,75.5,camera_5,new_track,33
455,2275,75.833,camera_4,removed,8
456,2280,76.0,camera_2,reacquired,13
456,2280,76.0,camera_2,lost_track,14
457,2285,76.167,camera_2,lost_track,13
459,2295,76.5,camera_5,new_track,34
460,2300,76.667,camera_4,new_track,10
460,2300,76.667,camera_5,removed,26
461,2305,76.833,camera_5,lost_track,30
463,2315,77.167,camera_5,lost_track,33
463,2315,77.167,camera_5,lost_track,34
464,2320,77.333,camera_1,removed,9
464,2320,77.333,camera_5,reacquired,33
465,2325,77.5,camera_4,lost_track,10
465,2325,77.5,camera_5,new_track,35
465,2325,77.5,camera_5,reacquired,34
465,2325,77.5,camera_5,lost_track,33
466,2330,77.667,camera_5,new_track,36
466,2330,77.667,camera_6,new_track,25
468,2340,78.0,camera_5,lost_track,34
469,2345,78.167,camera_2,removed,12
471,2355,78.5,camera_5,new_track,37
472,2360,78.667,camera_5,new_track,38
472,2360,78.667,camera_5,lost_track,27
472,2360,78.667,camera_6,lost_track,25
475,2375,79.167,camera_5,lost_track,29
475,2375,79.167,camera_5,removed,22
475,2375,79.167,camera_6,lost_track,24
476,2380,79.333,camera_4,lost_track,7
476,2380,79.333,camera_4,removed,9
476,2380,79.333,camera_5,reacquired,34
476,2380,79.333,camera_7,new_track,9
479,2395,79.833,camera_2,new_track,15
480,2400,80.0,camera_5,removed,31
486,2430,81.0,camera_2,removed,14
486,2430,81.0,camera_5,new_track,39
486,2430,81.0,camera_5,lost_track,34
487,2435,81.167,camera_2,lost_track,15
487,2435,81.167,camera_2,removed,13
488,2440,81.333,camera_5,new_track,40
491,2455,81.833,camera_5,removed,30
492,2460,82.0,camera_5,lost_track,38
492,2460,82.0,camera_5,lost_track,40
493,2465,82.167,camera_4,new_track,11
493,2465,82.167,camera_5,lost_track,39
495,2475,82.5,camera_4,removed,10
495,2475,82.5,camera_5,removed,33
498,2490,83.0,camera_4,lost_track,11
498,2490,83.0,camera_5,lost_track,36
502,2510,83.667,camera_5,removed,27
502,2510,83.667,camera_6,removed,25
503,2515,83.833,camera_2,new_track,16
505,2525,84.167,camera_5,removed,29
505,2525,84.167,camera_6,removed,24
506,2530,84.333,camera_4,removed,7
508,2540,84.667,camera_2,lost_track,16
509,2545,84.833,camera_5,lost_track,28
510,2550,85.0,camera_5,reacquired,28
511,2555,85.167,camera_5,new_track,41
516,2580,86.0,camera_5,lost_track,25
516,2580,86.0,camera_5,removed,34
517,2585,86.167,camera_2,removed,15
519,2595,86.5,camera_5,new_track,42
522,2610,87.0,camera_5,removed,38
522,2610,87.0,camera_5,removed,40
523,2615,87.167,camera_5,removed,39
524,2620,87.333,camera_6,new_track,26
528,2640,88.0,camera_4,removed,11
528,2640,88.0,camera_5,removed,36
529,2645,88.167,camera_4,new_track,12
531,2655,88.5,camera_5,lost_track,42
533,2665,88.833,camera_4,lost_track,12
535,2675,89.167,camera_5,lost_track,32
536,2680,89.333,camera_5,lost_track,28
537,2685,89.5,camera_2,new_track,17
537,2685,89.5,camera_5,lost_track,41
538,2690,89.667,camera_2,removed,16
541,2705,90.167,camera_2,lost_track,17
541,2705,90.167,camera_5,lost_track,35
543,2715,90.5,camera_5,reacquired,28
545,2725,90.833,camera_5,reacquired,35
546,2730,91.0,camera_5,lost_track,35
546,2730,91.0,camera_5,removed,25
546,2730,91.0,camera_6,new_track,27
548,2740,91.333,camera_5,reacquired,41
552,2760,92.0,camera_7,new_track,10
555,2775,92.5,camera_5,new_track,43
556,2780,92.667,camera_5,lost_track,28
556,2780,92.667,camera_5,lost_track,41
556,2780,92.667,camera_7,lost_track,10
561,2805,93.5,camera_5,removed,42
563,2815,93.833,camera_4,removed,12
564,2820,94.0,camera_6,new_track,28
565,2825,94.167,camera_5,removed,32
567,2835,94.5,camera_5,reacquired,28
568,2840,94.667,camera_6,new_track,29
571,2855,95.167,camera_2,removed,17
571,2855,95.167,camera_6,new_track,30
571,2855,95.167,camera_7,lost_track,9
572,2860,95.333,camera_5,new_track,44
572,2860,95.333,camera_5,new_track,45
573,2865,95.5,camera_6,lost_track,29
573,2865,95.5,camera_6,lost_track,30
576,2880,96.0,camera_5,removed,35
579,2895,96.5,camera_5,lost_track,28
583,2915,97.167,camera_5,new_track,46
583,2915,97.167,camera_7,new_track,11
586,2930,97.667,camera_5,removed,41
586,2930,97.667,camera_7,removed,10
587,2935,97.833,camera_2,new_track,18
588,2940,98.0,camera_6,lost_track,27
590,2950,98.333,camera_5,lost_track,37
590,2950,98.333,camera_6,lost_track,26
593,2965,98.833,camera_6,lost_track,28
595,2975,99.167,camera_5,new_track,47
599,2995,99.833,camera_5,lost_track,47
600,3000,100.0,camera_5,reacquired,28
600,3000,100.0,camera_5,lost_track,44
600,3000,100.0,camera_5,lost_track,46
601,3005,100.167,camera_7,removed,9
603,3015,100.5,camera_1,new_track,10
603,3015,100.5,camera_5,new_track,48
603,3015,100.5,camera_6,removed,29
603,3015,100.5,camera_6,removed,30
605,3025,100.833,camera_5,reacquired,46
607,3035,101.167,camera_2,new_track,19
608,3040,101.333,camera_3,new_track,9
608,3040,101.333,camera_5,new_track,49
610,3050,101.667,camera_5,lost_track,43
616,3080,102.667,camera_1,new_track,11
616,3080,102.667,camera_1,new_track,12
616,3080,102.667,camera_5,new_track,50
616,3080,102.667,camera_5,lost_track,48
617,3085,102.833,camera_5,new_track,51
618,3090,103.0,camera_6,removed,27
620,3100,103.333,camera_5,removed,37
620,3100,103.333,camera_6,removed,26
623,3115,103.833,camera_6,removed,28
625,3125,104.167,camera_3,new_track,10
625,3125,104.167,camera_3,lost_track,2
626,3130,104.333,camera_5,lost_track,45
626,3130,104.333,camera_5,lost_track,46
626,3130,104.333,camera_5,lost_track,50
626,3130,104.333,camera_5,lost_track,51
628,3140,104.667,camera_4,new_track,13
628,3140,104.667,camera_5,reacquired,45
629,3145,104.833,camera_5,removed,47
630,3150,105.0,camera_2,new_track,20
630,3150,105.0,camera_5,removed,44
634,3170,105.667,camera_4,lost_track,13
634,3170,105.667,camera_5,lost_track,49
640,3200,106.667,camera_5,removed,43
642,3210,107.0,camera_2,new_track,21
646,3230,107.667,camera_5,removed,48
647,3235,107.833,camera_2,lost_track,21
651,3255,108.5,camera_3,new_track,11
652,3260,108.667,camera_1,lost_track,12
654,3270,109.0,camera_2,lost_track,19
655,3275,109.167,camera_3,new_track,12
655,3275,109.167,camera_3,lost_track,9
655,3275,109.167,camera_3,removed,2
656,3280,109.333,camera_3,reacquired,9
656,3280,109.333,camera_5,removed,46
656,3280,109.333,camera_5,removed,50
656,3280,109.333,camera_5,removed,51
657,3285,109.5,camera_3,lost_track,12
658,3290,109.667,camera_2,reacquired,19
661,3305,110.167,camera_1,lost_track,11
661,3305,110.167,camera_5,new_track,52
661,3305,110.167,camera_5,lost_track,28
663,3315,110.5,camera_1,reacquired,11
663,3315,110.5,camera_5,lost_track,52
664,3320,110.667,camera_4,removed,13
664,3320,110.667,camera_5,removed,49
668,3340,111.333,camera_5,new_track,53
668,3340,111.333,camera_6,new_track,31
669,3345,111.5,camera_4,new_track,14
672,3360,112.0,camera_5,lost_track,53
673,3365,112.167,camera_3,lost_track,11
676,3380,112.667,camera_5,lost_track,45
677,3385,112.833,camera_2,removed,21
679,3395,113.167,camera_2,lost_track,20
679,3395,113.167,camera_3,new_track,13
682,3410,113.667,camera_1,removed,12
683,3415,113.833,camera_1,new_track,13
684,3420,114.0,camera_2,new_track,22
687,3435,114.5,camera_3,removed,12
688,3440,114.667,camera_6,new_track,32
689,3445,114.833,camera_5,new_track,54
691,3455,115.167,camera_1,new_track,14
691,3455,115.167,camera_5,removed,28
693,3465,115.5,camera_5,removed,52
694,3470,115.667,camera_1,lost_track,13
694,3470,115.667,camera_3,lost_track,9
695,3475,115.833,camera_1,lost_track,14
695,3475,115.833,camera_6,new_track,33
700,3500,116.667,camera_2,lost_track,19
702,3510,117.0,camera_5,removed,53
703,3515,117.167,camera_3,removed,11
705,3525,117.5,camera_7,lost_track,11
706,3530,117.667,camera_5,removed,45
707,3535,117.833,camera_5,new_track,55
709,3545,118.167,camera_2,removed,20
710,3550,118.333,camera_1,lost_track,10
712,3560,118.667,camera_6,lost_track,32
715,3575,119.167,camera_5,new_track,56
716,3580,119.333,camera_6,lost_track,31
716,3580,119.333,camera_7,new_track,12
718,3590,119.667,camera_2,lost_track,18
722,3610,120.333,camera_1,lost_track,11
724,3620,120.667,camera_1,removed,13
724,3620,120.667,camera_3,removed,9
725,3625,120.833,camera_1,removed,14
725,3625,120.833,camera_4,lost_track,14
725,3625,120.833,camera_6,lost_track,33
730,3650,121.667,camera_2,removed,19
731,3655,121.833,camera_2,new_track,23
735,3675,122.5,camera_7,removed,11
737,3685,122.833,camera_7,lost_track,12
740,3700,123.333,camera_1,removed,10
740,3700,123.333,camera_2,lost_track,23
742,3710,123.667,camera_6,removed,32
744,3720,124.0,camera_7,reacquired,12
746,3730,124.333,camera_6,removed,31
748,3740,124.667,camera_2,removed,18
752,3760,125.333,camera_1,removed,11
752,3760,125.333,camera_5,lost_track,56
755,3775,125.833,camera_4,removed,14
755,3775,125.833,camera_6,removed,33
757,3785,126.167,camera_5,new_track,57
759,3795,126.5,camera_6,new_track,34
761,3805,126.833,camera_6,new_track,35
764,3820,127.333,camera_6,new_track,36
766,3830,127.667,camera_6,lost_track,36
769,3845,128.167,camera_7,lost_track,12
770,3850,128.333,camera_2,removed,23
775,3875,129.167,camera_5,lost_track,57
776,3880,129.333,camera_6,new_track,37
778,3890,129.667,camera_2,new_track,24
779,3895,129.833,camera_1,new_track,15
781,3905,130.167,camera_6,new_track,38
782,3910,130.333,camera_1,new_track,16
782,3910,130.333,camera_5,lost_track,55
782,3910,130.333,camera_5,removed,56
784,3920,130.667,camera_6,lost_track,38
785,3925,130.833,camera_5,new_track,58
786,3930,131.0,camera_2,new_track,25
786,3930,131.0,camera_6,lost_track,37
787,3935,131.167,camera_6,new_track,39
788,3940,131.333,camera_2,lost_track,25
789,3945,131.5,camera_2,reacquired,25
789,3945,131.5,camera_5,new_track,59
789,3945,131.5,camera_6,lost_track,34
789,3945,131.5,camera_6,lost_track,35
790,3950,131.667,camera_1,lost_track,15
791,3955,131.833,camera_7,new_track,13
792,3960,132.0,camera_1,new_track,17
793,3965,132.167,camera_2,lost_track,24
795,3975,132.5,camera_4,new_track,15
796,3980,132.667,camera_6,removed,36
797,3985,132.833,camera_5,new_track,60
799,3995,133.167,camera_7,removed,12
800,4000,133.333,camera_5,lost_track,60
802,4010,133.667,camera_5,lost_track,58
803,4015,133.833,camera_5,lost_track,59
804,4020,134.0,camera_3,lost_track,13
805,4025,134.167,camera_5,new_track,61
805,4025,134.167,camera_5,removed,57
806,4030,134.333,camera_3,reacquired,13
808,4040,134.667,camera_5,lost_track,54
810,4050,135.0,camera_3,new_track,14
811,4055,135.167,camera_6,new_track,40
812,4060,135.333,camera_5,removed,55
813,4065,135.5,camera_7,new_track,14
814,4070,135.667,camera_6,removed,38
816,4080,136.0,camera_6,removed,37
817,4085,136.167,camera_7,lost_track,14
819,4095,136.5,camera_6,lost_track,40
819,4095,136.5,camera_6,removed,34
819,4095,136.5,camera_6,removed,35
820,4100,136.667,camera_1,removed,15
823,4115,137.167,camera_2,removed,24
825,4125,137.5,camera_2,new_track,26
828,4140,138.0,camera_1,lost_track,16
830,4150,138.333,camera_2,lost_track,26
